E	j	j
V RHE		mA cm-2
ML_030
1.23414	-0.00298	-0.21312
1.23232	-0.00306	-0.21856
1.23015	-0.00295	-0.21099
1.22833	-0.00303	-0.21663
1.22616	-0.00294	-0.21011
1.22433	-0.00305	-0.21754
1.22216	-0.00296	-0.21135
1.22033	-0.00305	-0.2177
1.21818	-0.00298	-0.21309
1.21635	-0.00307	-0.21928
1.21417	-0.003	-0.21448
1.21232	-0.00304	-0.21718
1.21014	-0.00301	-0.21495
1.20831	-0.00308	-0.22007
1.20614	-0.00298	-0.21321
1.20431	-0.00305	-0.21758
1.20215	-0.00294	-0.2097
1.20032	-0.00307	-0.21928
1.19815	-0.00308	-0.22035
1.19633	-0.00312	-0.22274
1.19417	-0.00307	-0.21935
1.19233	-0.00315	-0.2247
1.19019	-0.00304	-0.21744
1.18835	-0.00315	-0.22535
1.18616	-0.00307	-0.21947
1.18431	-0.00318	-0.22738
1.18215	-0.00309	-0.22095
1.1803	-0.00315	-0.22477
1.17816	-0.00308	-0.21971
1.17632	-0.00316	-0.22544
1.17416	-0.00313	-0.22384
1.17232	-0.00322	-0.23027
1.17017	-0.00311	-0.22248
1.16834	-0.00326	-0.23321
1.16619	-0.00314	-0.22446
1.16435	-0.00328	-0.23407
1.16219	-0.00313	-0.22382
1.16034	-0.0033	-0.23569
1.1582	-0.00322	-0.23034
1.15635	-0.00332	-0.23698
1.15419	-0.00319	-0.228
1.15237	-0.00329	-0.23509
1.1502	-0.00317	-0.22654
1.14836	-0.00331	-0.23667
1.14622	-0.00321	-0.22946
1.14436	-0.00339	-0.24226
1.14223	-0.00325	-0.23182
1.14038	-0.00334	-0.23863
1.13824	-0.00324	-0.23132
1.13637	-0.00339	-0.24236
1.1342	-0.00328	-0.23407
1.13234	-0.00342	-0.2441
1.13021	-0.00331	-0.23646
1.12836	-0.00347	-0.24802
1.12622	-0.00332	-0.23715
1.12435	-0.0034	-0.243
1.1222	-0.00327	-0.23364
1.12036	-0.00344	-0.24573
1.11823	-0.00331	-0.23667
1.11636	-0.00344	-0.24575
1.11423	-0.00331	-0.23615
1.11237	-0.0035	-0.25022
1.11021	-0.00336	-0.24002
1.10831	-0.00349	-0.24907
1.10619	-0.00339	-0.24217
1.10432	-0.00355	-0.25347
1.1022	-0.00337	-0.24076
1.10033	-0.00346	-0.24749
1.0982	-0.00342	-0.24396
1.09634	-0.00356	-0.25447
1.09421	-0.00347	-0.24799
1.09234	-0.00362	-0.25867
1.09022	-0.00349	-0.24938
1.08836	-0.00364	-0.26025
1.08623	-0.00354	-0.25265
1.08434	-0.00363	-0.25937
1.08219	-0.00355	-0.25382
1.08032	-0.0037	-0.26405
1.07819	-0.00355	-0.25385
1.07634	-0.00368	-0.2629
1.07419	-0.00353	-0.25208
1.07235	-0.00372	-0.26551
1.07021	-0.00364	-0.2597
1.06835	-0.00377	-0.26904
1.06621	-0.00367	-0.26197
1.06435	-0.00381	-0.2721
1.06223	-0.00367	-0.26228
1.06037	-0.00382	-0.27274
1.05822	-0.00369	-0.2635
1.05636	-0.00384	-0.27451
1.05423	-0.00375	-0.26794
1.05237	-0.00388	-0.27707
1.05024	-0.00373	-0.26644
1.04837	-0.00383	-0.27375
1.04625	-0.00375	-0.26809
1.04438	-0.00392	-0.27965
1.04225	-0.00382	-0.27267
1.0404	-0.00398	-0.28455
1.03827	-0.00387	-0.27642
1.03641	-0.00401	-0.28615
1.03427	-0.00391	-0.27896
1.03237	-0.00404	-0.28827
1.03024	-0.00393	-0.28051
1.02838	-0.00405	-0.28942
1.02624	-0.00391	-0.27931
1.02438	-0.00406	-0.28971
1.02225	-0.00395	-0.28242
1.02038	-0.00409	-0.29193
1.01826	-0.004	-0.28572
1.01639	-0.00413	-0.29532
1.01426	-0.00405	-0.28913
1.0124	-0.00417	-0.29771
1.01028	-0.00409	-0.29231
1.0084	-0.00424	-0.30254
1.00624	-0.00414	-0.29551
1.00437	-0.00424	-0.30268
1.00224	-0.00414	-0.29573
1.00037	-0.00425	-0.30356
0.99825	-0.00412	-0.29398
0.99637	-0.00423	-0.30213
0.99425	-0.00419	-0.29902
0.99238	-0.00433	-0.30896
0.99026	-0.00429	-0.3066
0.98839	-0.00435	-0.31078
0.98628	-0.0043	-0.30679
0.98441	-0.00442	-0.31591
0.98226	-0.00436	-0.31145
0.98036	-0.00445	-0.31751
0.97824	-0.0044	-0.314
0.97637	-0.00449	-0.32062
0.97425	-0.00439	-0.3135
0.97239	-0.00443	-0.31646
0.97026	-0.00441	-0.31493
0.96837	-0.00451	-0.32236
0.96627	-0.00445	-0.31797
0.96439	-0.00456	-0.32564
0.96227	-0.00446	-0.31871
0.9604	-0.0046	-0.32855
0.95829	-0.00453	-0.32342
0.9564	-0.00458	-0.32719
0.95428	-0.00453	-0.32344
0.9524	-0.00459	-0.32795
0.95029	-0.00449	-0.32081
0.94841	-0.00456	-0.32597
0.9463	-0.00445	-0.31794
0.94441	-0.00462	-0.33034
0.9423	-0.00457	-0.32616
0.94043	-0.00467	-0.33338
0.93831	-0.00458	-0.32738
0.93643	-0.00469	-0.33484
0.93432	-0.00462	-0.32991
0.93244	-0.00472	-0.33682
0.93029	-0.00467	-0.3335
0.9284	-0.00477	-0.34066
0.92629	-0.00466	-0.33285
0.92441	-0.00476	-0.34016
0.9223	-0.00466	-0.33316
0.9204	-0.00471	-0.3367
0.9183	-0.00465	-0.33182
0.91641	-0.00474	-0.33878
0.9143	-0.00467	-0.33366
0.91242	-0.00479	-0.34238
0.91031	-0.00467	-0.33376
0.90843	-0.00477	-0.34097
0.90632	-0.00469	-0.33495
0.9044	-0.00481	-0.34382
0.90229	-0.00469	-0.335
0.90039	-0.00481	-0.34339
0.89829	-0.00469	-0.33503
0.89641	-0.00479	-0.34212
0.8943	-0.00468	-0.33421
0.89241	-0.00483	-0.34496
0.89031	-0.00475	-0.33921
0.88842	-0.00483	-0.34487
0.88633	-0.00473	-0.33813
0.88443	-0.00481	-0.34389
0.88233	-0.00471	-0.33636
0.88043	-0.00481	-0.34375
0.87828	-0.00474	-0.33849
0.87641	-0.00482	-0.34418
0.8743	-0.00471	-0.33613
0.87241	-0.00482	-0.34446
0.87031	-0.00468	-0.3345
0.86842	-0.00476	-0.33988
0.86631	-0.00472	-0.33742
0.86442	-0.00481	-0.34329
0.86233	-0.00472	-0.33706
0.86043	-0.00486	-0.34745
0.85834	-0.00478	-0.34109
0.85645	-0.00488	-0.3484
0.85434	-0.00473	-0.33806
0.85243	-0.00484	-0.34539
0.85034	-0.00474	-0.33828
0.84844	-0.00487	-0.34752
0.84635	-0.00476	-0.34
0.84445	-0.00485	-0.34637
0.84236	-0.00472	-0.33701
0.84046	-0.00484	-0.34578
0.83836	-0.00477	-0.34059
0.83647	-0.00487	-0.34764
0.83438	-0.00478	-0.34131
0.83248	-0.00488	-0.3486
0.83038	-0.00476	-0.33992
0.82846	-0.00486	-0.34731
0.82634	-0.0048	-0.3431
0.82444	-0.00488	-0.34881
0.82235	-0.00479	-0.34222
0.82045	-0.00486	-0.3469
0.81835	-0.00474	-0.33882
0.81645	-0.00487	-0.34809
0.81435	-0.00475	-0.33921
0.81246	-0.00484	-0.34578
0.81037	-0.00478	-0.34152
0.80846	-0.00491	-0.35094
0.80639	-0.0048	-0.34293
0.80448	-0.0049	-0.34979
0.80235	-0.00483	-0.34518
0.80044	-0.0049	-0.35022
0.79834	-0.00482	-0.3442
0.79645	-0.00492	-0.3513
0.79435	-0.00479	-0.34231
0.79244	-0.00483	-0.34508
0.79035	-0.00478	-0.34164
0.78844	-0.00493	-0.35196
0.78638	-0.00484	-0.34544
0.78446	-0.00497	-0.35488
0.78238	-0.00481	-0.34346
0.78047	-0.00494	-0.35309
0.77839	-0.00484	-0.34592
0.77644	-0.00495	-0.35376
0.77435	-0.00483	-0.34523
0.77243	-0.00493	-0.3523
0.77036	-0.00484	-0.34587
0.76845	-0.00496	-0.35445
0.76636	-0.0048	-0.34289
0.76444	-0.00493	-0.35184
0.76237	-0.00488	-0.3486
0.76046	-0.00501	-0.35765
0.75838	-0.00489	-0.3496
0.75647	-0.00501	-0.35782
0.7544	-0.00492	-0.3512
0.75246	-0.005	-0.35746
0.75039	-0.00492	-0.35118
0.74847	-0.00499	-0.35643
0.7464	-0.00496	-0.35447
0.74448	-0.00503	-0.35951
0.74241	-0.00493	-0.35223
0.74049	-0.00503	-0.3593
0.73841	-0.00497	-0.35512
0.7365	-0.00509	-0.36357
0.73442	-0.00494	-0.35306
0.7325	-0.00509	-0.36374
0.73043	-0.00503	-0.35932
0.72851	-0.00513	-0.36608
0.72641	-0.00505	-0.36047
0.72447	-0.00514	-0.36745
0.7224	-0.00505	-0.36104
0.72049	-0.00518	-0.36979
0.71841	-0.00511	-0.36506
0.7165	-0.00516	-0.36845
0.71441	-0.00509	-0.36357
0.71248	-0.00515	-0.36776
0.71041	-0.00508	-0.36262
0.7085	-0.00518	-0.37022
0.70642	-0.00514	-0.36737
0.70452	-0.00525	-0.37523
0.70243	-0.00517	-0.36921
0.70051	-0.00526	-0.37559
0.69843	-0.00517	-0.36955
0.69652	-0.00529	-0.37796
0.69444	-0.00524	-0.37425
0.69252	-0.0053	-0.37822
0.69044	-0.00518	-0.37017
0.69241	-0.00286	-0.20408
0.69413	-0.00322	-0.23029
0.69645	-0.00283	-0.20193
0.69824	-0.0026	-0.18547
0.70039	-0.00252	-0.17967
0.7023	-0.00228	-0.16299
0.70439	-0.00227	-0.16221
0.70629	-0.00205	-0.14615
0.70838	-0.00203	-0.14532
0.71028	-0.00178	-0.12716
0.71237	-0.00182	-0.12967
0.7143	-0.00166	-0.11851
0.71638	-0.00167	-0.11939
0.71829	-0.00156	-0.11168
0.72038	-0.00157	-0.1122
0.72228	-0.00137	-0.09806
0.72436	-0.00142	-0.10152
0.7263	-0.00127	-0.09051
0.7284	-0.00131	-0.09357
0.73032	-0.00112	-0.08031
0.73239	-0.00117	-0.08375
0.73431	-0.00103	-0.07381
0.73639	-0.00108	-0.07713
0.7383	-8.84206E-4	-0.06316
0.74037	-9.08956E-4	-0.06493
0.74229	-8.13969E-4	-0.05814
0.74437	-9.28354E-4	-0.06631
0.74629	-7.78516E-4	-0.05561
0.74837	-8.31361E-4	-0.05938
0.75027	-7.06272E-4	-0.05045
0.75237	-7.94236E-4	-0.05673
0.75428	-6.41053E-4	-0.04579
0.75637	-6.75837E-4	-0.04827
0.75826	-5.81184E-4	-0.04151
0.76036	-6.15634E-4	-0.04397
0.76225	-4.84525E-4	-0.03461
0.76434	-5.16299E-4	-0.03688
0.76624	-4.65461E-4	-0.03325
0.76834	-5.28339E-4	-0.03774
0.77024	-4.31346E-4	-0.03081
0.77233	-4.57099E-4	-0.03265
0.77423	-3.88869E-4	-0.02778
0.77635	-4.49741E-4	-0.03212
0.77827	-3.34352E-4	-0.02388
0.78037	-4.20977E-4	-0.03007
0.78227	-2.95889E-4	-0.02113
0.78435	-3.41376E-4	-0.02438
0.78626	-2.49734E-4	-0.01784
0.78834	-2.67795E-4	-0.01913
0.79024	-1.48727E-4	-0.01062
0.79234	-2.18963E-4	-0.01564
0.79424	-9.85575E-5	-0.00704
0.79634	-2.00568E-4	-0.01433
0.79822	-8.5179E-5	-0.00608
0.80033	-1.20966E-4	-0.00864
0.80224	-3.36721E-5	-0.00241
0.80436	-1.00899E-4	-0.00721
0.80626	-3.19998E-5	-0.00229
0.80836	-7.21351E-5	-0.00515
0.81025	5.56289E-5	0.00397
0.81235	1.51592E-5	0.00108
0.81424	1.08808E-4	0.00777
0.81634	9.10817E-5	0.00651
0.81825	1.64663E-4	0.01176
0.82036	6.39904E-5	0.00457
0.82224	1.02119E-4	0.00729
0.82432	9.67676E-5	0.00691
0.82622	2.10819E-4	0.01506
0.82836	1.21183E-4	0.00866
0.83026	2.27542E-4	0.01625
0.83237	1.90082E-4	0.01358
0.83426	2.66674E-4	0.01905
0.83635	2.02792E-4	0.01449
0.83824	2.86407E-4	0.02046
0.84034	2.78714E-4	0.01991
0.84223	4.0213E-4	0.02872
0.84435	3.26542E-4	0.02332
0.84623	3.86076E-4	0.02758
0.84835	3.2788E-4	0.02342
0.85022	4.42265E-4	0.03159
0.85233	4.0213E-4	0.02872
0.85422	4.7036E-4	0.0336
0.85634	4.47951E-4	0.032
0.85821	5.3257E-4	0.03804
0.86033	4.6434E-4	0.03317
0.8622	5.65681E-4	0.04041
0.86432	5.53306E-4	0.03952
0.86619	6.71371E-4	0.04796
0.86831	6.30567E-4	0.04504
0.87019	7.10503E-4	0.05075
0.87231	6.18192E-4	0.04416
0.87418	7.17861E-4	0.05128
0.87629	6.6903E-4	0.04779
0.87817	7.50973E-4	0.05364
0.88034	7.36591E-4	0.05261
0.88221	8.07496E-4	0.05768
0.88433	7.72378E-4	0.05517
0.8862	8.29905E-4	0.05928
0.88832	8.15858E-4	0.05828
0.89018	9.18537E-4	0.06561
0.89231	9.28906E-4	0.06635
0.89417	9.60679E-4	0.06862
0.8963	9.56331E-4	0.06831
0.89817	9.79075E-4	0.06993
0.9003	9.1051E-4	0.06504
0.90215	9.6971E-4	0.06926
0.90431	9.66031E-4	0.069
0.9062	0.00104	0.07421
0.90834	0.00103	0.07371
0.91018	0.00105	0.07495
0.91232	0.00103	0.07323
0.91417	0.00108	0.07746
0.91631	0.00107	0.07665
0.91817	0.00118	0.08439
0.92031	0.00114	0.08138
0.92217	0.00118	0.08439
0.9243	0.00116	0.08303
0.92615	0.0012	0.08563
0.92831	0.00115	0.08217
0.93017	0.0012	0.08606
0.93234	0.00121	0.08625
0.9342	0.00122	0.08694
0.93634	0.00126	0.08969
0.93818	0.00128	0.09136
0.94032	0.0013	0.09256
0.94217	0.00131	0.09359
0.94431	0.00137	0.09812
0.94617	0.00141	0.10061
0.94831	0.00139	0.09918
0.95015	0.00137	0.09755
0.95231	0.00139	0.09908
0.95415	0.0014	0.0998
0.95631	0.00141	0.10075
0.95816	0.00139	0.09927
0.9603	0.00143	0.10187
0.96214	0.00145	0.1034
0.96429	0.0015	0.10684
0.96614	0.00147	0.1051
0.96828	0.00151	0.10775
0.97011	0.00158	0.11263
0.97229	0.00154	0.10997
0.97412	0.0015	0.1073
0.97628	0.00153	0.10947
0.97811	0.00157	0.11191
0.98026	0.00157	0.11222
0.98214	0.00153	0.10959
0.98431	0.00157	0.11208
0.98614	0.00161	0.11475
0.98829	0.00166	0.11853
0.99013	0.00164	0.11724
0.99228	0.00173	0.1233
0.99412	0.00171	0.12187
0.99627	0.0018	0.1283
0.99811	0.00171	0.1218
1.00027	0.00173	0.12385
1.00211	0.0017	0.1217
1.00426	0.00172	0.12299
1.00611	0.00169	0.12106
1.00831	0.00177	0.12627
1.01015	0.00175	0.12524
1.01229	0.00182	0.13002
1.01414	0.00175	0.12512
1.01628	0.00182	0.12973
1.01812	0.00181	0.1293
1.02027	0.00187	0.13353
1.02213	0.00184	0.1314
1.02427	0.00191	0.13659
1.02611	0.00186	0.13276
1.02827	0.00191	0.13616
1.03013	0.00186	0.133
1.03226	0.00197	0.14058
1.03416	0.00188	0.13463
1.0363	0.00198	0.14168
1.03815	0.00192	0.13728
1.04028	0.00201	0.14378
1.04213	0.00194	0.13824
1.04426	0.00209	0.14918
1.04613	0.00201	0.1433
1.04827	0.00213	0.1525
1.05013	0.00202	0.14447
1.05226	0.00207	0.14786
1.05411	0.002	0.14304
1.05626	0.00212	0.15121
1.0581	0.00201	0.14387
1.06026	0.00216	0.15417
1.06211	0.00203	0.145
1.06424	0.00218	0.15596
1.0661	0.00209	0.14915
1.06823	0.0022	0.15706
1.07009	0.00209	0.14927
1.07223	0.00226	0.16141
1.07408	0.00215	0.15329
1.07623	0.00221	0.15756
1.07808	0.00211	0.15063
1.08022	0.00224	0.15988
1.08207	0.00216	0.15441
1.08424	0.00229	0.16334
1.08612	0.00215	0.15345
1.08825	0.00233	0.1664
1.0901	0.00219	0.15673
1.09223	0.00232	0.16585
1.0941	0.00219	0.15646
1.09623	0.00234	0.16733
1.09808	0.00231	0.16475
1.10023	0.00237	0.16956
1.10208	0.00223	0.1594
1.10422	0.00238	0.16975
1.10607	0.00226	0.16117
1.1082	0.00239	0.17061
1.11011	0.00224	0.15986
1.11226	0.00242	0.17288
1.11412	0.00228	0.16268
1.11625	0.00239	0.17085
1.11811	0.00225	0.16069
1.12024	0.00245	0.17505
1.12209	0.00234	0.16743
1.12424	0.00246	0.1757
1.1261	0.00226	0.16115
1.12824	0.00244	0.1745
1.1301	0.00227	0.16208
1.13223	0.00243	0.17323
1.1341	0.00226	0.16153
1.13626	0.00248	0.17687
1.13813	0.00231	0.16521
1.14026	0.00245	0.17515
1.14211	0.0023	0.16454
1.14425	0.00248	0.17746
1.14609	0.00235	0.16819
1.14823	0.00251	0.17894
1.15009	0.0024	0.17118
1.15224	0.00255	0.18191
1.15408	0.00238	0.17001
1.15623	0.00251	0.17937
1.15808	0.00235	0.16788
1.16023	0.00252	0.18026
1.16208	0.00238	0.16994
1.16423	0.0025	0.17885
1.16608	0.00235	0.16781
1.16822	0.00254	0.18176
1.17007	0.00237	0.16958
1.1722	0.00253	0.18047
1.17406	0.00239	0.17075
1.1762	0.00257	0.18329
1.17805	0.00242	0.17314
1.1802	0.00254	0.18164
1.18204	0.00242	0.17271
1.18419	0.00257	0.18367
1.18605	0.00246	0.17589
1.18823	0.00256	0.18315
1.19008	0.0024	0.17147
1.19222	0.00258	0.18463
1.19406	0.00248	0.17691
1.19622	0.00261	0.18652
1.19806	0.00246	0.17546
1.2002	0.00265	0.1896
1.20204	0.00251	0.17954
1.2042	0.00262	0.18704
1.20604	0.00247	0.17622
1.20819	0.00264	0.18862
1.21003	0.00251	0.17952
1.21222	0.00263	0.18781
1.21408	0.00245	0.17472
1.21622	0.00265	0.18929
1.21807	0.00249	0.1777
1.22021	0.00263	0.18817
1.22207	0.00249	0.17761
1.2242	0.00268	0.19168
1.22605	0.00257	0.18348
1.2282	0.0027	0.1927
1.23006	0.00252	0.18035
1.2322	0.00268	0.19134
1.23404	0.00256	0.18315
1.23618	0.00271	0.19366
1.23808	0.00257	0.18353
1.24022	0.00277	0.19791
1.24209	0.00262	0.1868
1.2442	0.00279	0.1993
1.24607	0.00264	0.18879
1.24819	0.00286	0.2042
1.25006	0.00273	0.19483
1.25218	0.00292	0.20878
1.25406	0.00273	0.19502
1.25618	0.00292	0.2084
1.25806	0.00275	0.19617
1.26017	0.00295	0.21103
1.26205	0.00279	0.19913
1.26417	0.00296	0.21153
1.26606	0.00283	0.20243
1.26817	0.00301	0.21523
1.27005	0.0029	0.2069
1.27214	0.00305	0.21767
1.27404	0.00287	0.20506
1.27613	0.00312	0.22266
1.27805	0.00294	0.20988
1.28012	0.00314	0.224
1.28205	0.00295	0.21105
1.28411	0.00313	0.2234
1.28603	0.00297	0.2122
1.28813	0.00318	0.22687
1.29007	0.003	0.21456
1.29214	0.00324	0.23148
1.29407	0.00304	0.21743
1.29613	0.00326	0.23251
1.29806	0.00305	0.21805
1.30011	0.00328	0.23435
1.30205	0.00319	0.22761
1.30411	0.0034	0.24311
1.30605	0.00322	0.23002
1.30811	0.00338	0.24111
1.31004	0.00321	0.22938
1.31209	0.00344	0.24574
1.31406	0.00328	0.23437
1.31612	0.00344	0.24579
1.31807	0.00329	0.23478
1.32012	0.00351	0.251
1.32206	0.00333	0.23776
1.3241	0.00356	0.25401
1.32606	0.00341	0.24338
1.3281	0.00362	0.25852
1.33007	0.00341	0.24376
1.33209	0.00359	0.25649
1.33405	0.00343	0.24486
1.33608	0.00365	0.26055
1.33805	0.00346	0.24741
1.3401	0.00363	0.25933
1.34209	0.0035	0.24968
1.34412	0.00368	0.26273
1.34607	0.00357	0.25503
1.34811	0.00372	0.26559
1.35007	0.00355	0.25346
1.35209	0.00378	0.26994
1.35406	0.00366	0.26125
1.3561	0.00381	0.27216
1.35806	0.00362	0.25859
1.36008	0.00382	0.27312
1.36205	0.00368	0.26301
1.36408	0.00385	0.27498
1.36605	0.00369	0.26366
1.36808	0.00392	0.27988
1.37005	0.00367	0.26239
1.37205	0.00391	0.27919
1.37405	0.00374	0.26724
1.37604	0.00397	0.28339
1.37803	0.00383	0.27384
1.38004	0.00408	0.29113
1.38203	0.00385	0.27534
1.38405	0.00408	0.29156
1.38602	0.00386	0.27596
1.38802	0.00405	0.28944
1.39001	0.0039	0.27835
1.39207	0.00414	0.29562
1.39405	0.00394	0.28141
1.39605	0.00413	0.29517
1.39804	0.00394	0.28124
1.40004	0.00417	0.29773
1.40202	0.00397	0.28356
1.40403	0.0042	0.30035
1.40602	0.00404	0.28874
1.40803	0.00424	0.30305
1.41002	0.00398	0.28444
1.41202	0.00421	0.30107
1.41402	0.00406	0.28977
1.41604	0.00421	0.30083
1.41806	0.00408	0.29125
1.42006	0.00424	0.3031
1.42205	0.00408	0.29154
1.42405	0.0042	0.30028
1.426	0.00417	0.29775
1.42806	0.00436	0.31168
1.43003	0.00413	0.29467
1.43202	0.00435	0.31048
1.43404	0.00419	0.29957
1.43602	0.00431	0.30812
1.43801	0.00419	0.29942
1.44002	0.00433	0.30905
1.44203	0.00417	0.29782
1.44406	0.00439	0.31347
1.44605	0.00424	0.30317
1.44804	0.00442	0.31564
1.45004	0.00431	0.30762
1.45204	0.00449	0.32044
1.45404	0.00434	0.30989
1.45602	0.00453	0.32377
1.45803	0.00441	0.31507
1.46002	0.00456	0.32568
1.46203	0.00438	0.31294
1.46401	0.00453	0.32384
1.466	0.00446	0.31884
1.46801	0.00461	0.32957
1.47002	0.00443	0.31641
1.472	0.00463	0.33045
1.47401	0.00448	0.31992
1.47599	0.00467	0.33339
1.478	0.00455	0.32506
1.47999	0.00477	0.3407
1.48199	0.00467	0.33349
1.48398	0.00478	0.34161
1.48598	0.00462	0.32967
1.48798	0.00481	0.3434
1.48998	0.00466	0.33313
1.49197	0.00483	0.34467
1.49402	0.0047	0.33542
1.49599	0.00493	0.35188
1.49801	0.00479	0.34202
1.49999	0.00493	0.3521
1.50199	0.0048	0.34293
1.50397	0.00505	0.36106
1.50599	0.00495	0.35332
1.50796	0.00515	0.36756
1.50998	0.00502	0.35891
1.51196	0.00518	0.3699
1.51397	0.00507	0.36228
1.51595	0.00528	0.37714
1.51798	0.00511	0.3649
1.51996	0.0053	0.37893
1.52198	0.00522	0.37272
1.52395	0.00543	0.38779
1.52598	0.00532	0.38034
1.52794	0.00553	0.39496
1.52995	0.00548	0.39121
1.53193	0.00569	0.40611
1.53395	0.00558	0.39888
1.53593	0.00583	0.4166
1.53794	0.00571	0.40779
1.53991	0.0059	0.42143
1.54192	0.00587	0.41902
1.54393	0.0061	0.43564
1.54597	0.00607	0.43366
1.54794	0.00629	0.44919
1.54996	0.00629	0.44955
1.55193	0.0065	0.46398
1.55394	0.00647	0.46218
1.55591	0.00673	0.48106
1.55793	0.00679	0.48469
1.55991	0.00704	0.50258
1.56192	0.00702	0.50172
1.56388	0.00735	0.52502
1.5659	0.00743	0.53094
1.56788	0.00778	0.5555
1.56989	0.00784	0.55987
1.57187	0.00817	0.58347
1.57388	0.00833	0.59501
1.57585	0.00876	0.626
1.57786	0.00895	0.63964
1.57982	0.00937	0.66945
1.58184	0.00959	0.6852
1.5838	0.01009	0.72094
1.58582	0.01037	0.74093
1.58778	0.01096	0.78277
1.58979	0.01138	0.81289
1.59176	0.01197	0.8547
1.59377	0.01241	0.88614
1.59577	0.01308	0.93423
1.59778	0.01363	0.97365
1.59975	0.01442	1.02991
1.60177	0.01504	1.07432
1.60371	0.01591	1.13636
1.60571	0.01662	1.18679
1.60767	0.01769	1.26334
1.60968	0.01865	1.3319
1.61166	0.01957	1.39758
1.61368	0.02048	1.46303
1.61563	0.0217	1.55026
1.61766	0.02254	1.60977
1.61968	0.02369	1.692
1.6217	0.02468	1.76262
1.62369	0.0257	1.83593
1.62573	0.02647	1.89047
1.62771	0.0274	1.95691
1.62976	0.02796	1.99729
1.63173	0.02871	2.05092
1.63377	0.02923	2.08797
1.63576	0.02989	2.13497
1.63778	0.03027	2.16222
1.63973	0.03088	2.20599
1.64172	0.03153	2.25229
1.64371	0.03235	2.31072
1.64572	0.0331	2.36455
1.64765	0.03419	2.44236
1.64965	0.0352	2.51408
1.65158	0.03655	2.61045
1.65358	0.03784	2.70283
1.65552	0.03939	2.81356
1.65752	0.04085	2.91758
1.65947	0.04256	3.03982
1.66148	0.04419	3.15624
1.66343	0.04607	3.29103
1.66543	0.04789	3.42099
1.66737	0.05	3.57164
1.66938	0.05206	3.71885
1.67133	0.0543	3.87846
1.67334	0.05644	4.03169
1.67528	0.05888	4.20568
1.67729	0.06115	4.36759
1.67921	0.06378	4.55577
1.68124	0.06618	4.72682
1.68319	0.06879	4.91362
1.6852	0.07138	5.09853
1.68714	0.0743	5.30725
1.68918	0.07702	5.5011
1.68989	0.07332	5.23749
1.68799	0.06392	4.56571
1.68528	0.05669	4.04901
1.68291	0.05179	3.69936
1.6808	0.04806	3.43315
1.67883	0.04423	3.15908
1.67676	0.0407	2.90726
1.67474	0.03723	2.65918
1.67265	0.03428	2.44893
1.67064	0.03143	2.24522
1.66856	0.02894	2.06719
1.66657	0.02636	1.883
1.6645	0.02421	1.72936
1.66251	0.02199	1.5708
1.66044	0.02009	1.43511
1.65846	0.01806	1.29007
1.65641	0.0164	1.1716
1.65442	0.01469	1.04962
1.65237	0.0132	0.94312
1.6504	0.01166	0.83308
1.64836	0.0103	0.73601
1.64635	0.00892	0.63692
1.64428	0.00773	0.55184
1.6423	0.00646	0.4613
1.64026	0.00539	0.38476
1.63831	0.00419	0.29904
1.63627	0.0032	0.22885
1.63429	0.00207	0.14767
1.63225	0.00105	0.07469
1.63029	-1.46078E-5	-0.00104
1.62825	-8.18986E-4	-0.0585
1.6263	-0.00189	-0.13466
1.62426	-0.00279	-0.19909
1.62226	-0.00375	-0.26816
1.62018	-0.00449	-0.32043
1.61821	-0.0054	-0.38558
1.61616	-0.00601	-0.42944
1.61417	-0.00665	-0.47497
1.61211	-0.00703	-0.5019
1.61014	-0.00754	-0.53883
1.60807	-0.0078	-0.55696
1.6061	-0.00812	-0.57966
1.60404	-0.00814	-0.58112
1.60207	-0.00823	-0.58821
1.60001	-0.00802	-0.57285
1.59805	-0.00801	-0.57221
1.59595	-0.00776	-0.55434
1.59397	-0.00758	-0.54151
1.59193	-0.00715	-0.51069
1.58998	-0.00691	-0.49373
1.58794	-0.00651	-0.4647
1.58598	-0.00629	-0.44939
1.58395	-0.0059	-0.42168
1.582	-0.00571	-0.40815
1.57996	-0.0054	-0.38577
1.57801	-0.00524	-0.37394
1.57597	-0.00483	-0.34494
1.57403	-0.0047	-0.33579
1.572	-0.00443	-0.31665
1.57003	-0.00441	-0.31515
1.56799	-0.00411	-0.29331
1.56606	-0.00402	-0.28698
1.56401	-0.00379	-0.27086
1.56206	-0.00378	-0.27036
1.56003	-0.00357	-0.25471
1.55806	-0.00365	-0.26099
1.55603	-0.00343	-0.2452
1.5541	-0.00355	-0.25339
1.55204	-0.00337	-0.24042
1.5501	-0.00345	-0.24644
1.54806	-0.00324	-0.23137
1.54613	-0.00335	-0.23913
1.54402	-0.00324	-0.23127
1.54208	-0.00335	-0.23947
1.54003	-0.0032	-0.22876
1.53809	-0.00331	-0.23662
1.53604	-0.00312	-0.22267
1.53409	-0.00322	-0.22993
1.53203	-0.00305	-0.21768
1.5301	-0.00321	-0.22948
1.52805	-0.0031	-0.22121
1.5261	-0.00317	-0.22611
1.52405	-0.00306	-0.2183
1.52212	-0.00317	-0.22633
1.52006	-0.00304	-0.21749
1.51811	-0.00317	-0.22621
1.51605	-0.00302	-0.21591
1.51412	-0.00318	-0.22695
1.51207	-0.00302	-0.21538
1.51013	-0.00314	-0.22396
