E	j	j C	j C	j  Ageo
1.21832	2.6109E-4	0.00236	0.00299	0.01451
1.21882	2.88867E-4	0.00261	0.00331	0.01605
1.21932	3.18912E-4	0.00288	0.00365	0.01772
1.21981	3.18245E-4	0.00288	0.00364	0.01768
1.22031	3.20345E-4	0.0029	0.00367	0.0178
1.22081	2.9557E-4	0.00267	0.00338	0.01642
1.22131	2.66792E-4	0.00241	0.00305	0.01482
1.22181	2.96837E-4	0.00268	0.0034	0.01649
1.2223	3.35451E-4	0.00303	0.00384	0.01864
1.2228	3.30549E-4	0.00299	0.00378	0.01836
1.2233	3.16911E-4	0.00287	0.00363	0.01761
1.22379	3.1481E-4	0.00285	0.0036	0.01749
1.22429	3.55092E-4	0.00321	0.00406	0.01973
1.2248	3.51457E-4	0.00318	0.00402	0.01953
1.22531	3.52057E-4	0.00318	0.00403	0.01956
1.2258	3.78434E-4	0.00342	0.00433	0.02102
1.2263	4.09779E-4	0.00371	0.00469	0.02277
1.22681	4.08678E-4	0.0037	0.00468	0.0227
1.22731	2.92735E-4	0.00265	0.00335	0.01626
1.22781	2.85132E-4	0.00258	0.00326	0.01584
1.22831	3.07307E-4	0.00278	0.00352	0.01707
1.22881	3.11475E-4	0.00282	0.00357	0.0173
1.22931	2.57289E-4	0.00233	0.00295	0.01429
1.2298	2.46751E-4	0.00223	0.00282	0.01371
1.2303	2.41283E-4	0.00218	0.00276	0.0134
1.23079	2.54588E-4	0.0023	0.00291	0.01414
1.23129	2.26844E-4	0.00205	0.0026	0.0126
1.23179	2.38949E-4	0.00216	0.00274	0.01327
1.23229	2.26944E-4	0.00205	0.0026	0.01261
1.23279	2.0597E-4	0.00186	0.00236	0.01144
1.23329	2.27144E-4	0.00205	0.0026	0.01262
1.23378	1.93932E-4	0.00175	0.00222	0.01077
1.23428	2.03335E-4	0.00184	0.00233	0.0113
1.23479	2.0807E-4	0.00188	0.00238	0.01156
1.23528	2.12339E-4	0.00192	0.00243	0.0118
1.23579	2.33413E-4	0.00211	0.00267	0.01297
1.23628	2.28678E-4	0.00207	0.00262	0.0127
1.23678	2.45384E-4	0.00222	0.00281	0.01363
1.23729	1.93465E-4	0.00175	0.00221	0.01075
1.2378	2.09304E-4	0.00189	0.0024	0.01163
1.23832	2.26277E-4	0.00205	0.00259	0.01257
1.23883	2.35981E-4	0.00213	0.0027	0.01311
1.23932	1.95866E-4	0.00177	0.00224	0.01088
1.23982	2.55055E-4	0.00231	0.00292	0.01417
1.24032	2.0757E-4	0.00188	0.00238	0.01153
1.24081	2.58956E-4	0.00234	0.00296	0.01439
1.24131	2.81064E-4	0.00254	0.00322	0.01561
1.24182	2.68059E-4	0.00242	0.00307	0.01489
1.24231	2.48786E-4	0.00225	0.00285	0.01382
1.24281	2.59256E-4	0.00234	0.00297	0.0144
1.2433	2.92702E-4	0.00265	0.00335	0.01626
1.2438	2.95503E-4	0.00267	0.00338	0.01642
1.2443	2.41416E-4	0.00218	0.00276	0.01341
1.24479	2.36648E-4	0.00214	0.00271	0.01315
1.24529	2.34514E-4	0.00212	0.00268	0.01303
1.24579	2.69427E-4	0.00244	0.00308	0.01497
1.24629	2.77796E-4	0.00251	0.00318	0.01543
1.24679	2.71761E-4	0.00246	0.00311	0.0151
1.24728	2.67726E-4	0.00242	0.00306	0.01487
1.24778	2.98504E-4	0.0027	0.00342	0.01658
1.24828	3.08641E-4	0.00279	0.00353	0.01715
1.24878	2.89801E-4	0.00262	0.00332	0.0161
1.24928	2.79264E-4	0.00253	0.0032	0.01551
1.24978	3.2468E-4	0.00294	0.00372	0.01804
1.25029	3.01438E-4	0.00273	0.00345	0.01675
1.25079	2.64458E-4	0.00239	0.00303	0.01469
1.25128	3.60994E-4	0.00326	0.00413	0.02006
1.25178	3.72398E-4	0.00337	0.00426	0.02069
1.25227	4.01475E-4	0.00363	0.0046	0.0223
1.25277	4.01009E-4	0.00363	0.00459	0.02228
1.25328	3.26048E-4	0.00295	0.00373	0.01811
1.25378	3.23413E-4	0.00292	0.0037	0.01797
1.25429	3.39386E-4	0.00307	0.00388	0.01885
1.25478	3.29549E-4	0.00298	0.00377	0.01831
1.25527	3.48689E-4	0.00315	0.00399	0.01937
1.25577	3.43754E-4	0.00311	0.00393	0.0191
1.25628	3.32717E-4	0.00301	0.00381	0.01848
1.25677	3.10275E-4	0.00281	0.00355	0.01724
1.25727	2.75429E-4	0.00249	0.00315	0.0153
1.25777	3.28548E-4	0.00297	0.00376	0.01825
1.25827	3.02105E-4	0.00273	0.00346	0.01678
1.25877	3.03472E-4	0.00274	0.00347	0.01686
1.25926	2.96537E-4	0.00268	0.00339	0.01647
1.25976	2.68526E-4	0.00243	0.00307	0.01492
1.26026	3.00105E-4	0.00271	0.00344	0.01667
1.26076	3.34784E-4	0.00303	0.00383	0.0186
1.26126	2.93269E-4	0.00265	0.00336	0.01629
1.26175	3.31883E-4	0.003	0.0038	0.01844
1.26225	2.91968E-4	0.00264	0.00334	0.01622
1.26275	2.75796E-4	0.00249	0.00316	0.01532
1.26325	3.38986E-4	0.00307	0.00388	0.01883
1.26376	3.37052E-4	0.00305	0.00386	0.01873
1.26426	3.1451E-4	0.00284	0.0036	0.01747
1.26476	3.38919E-4	0.00306	0.00388	0.01883
1.26526	3.38686E-4	0.00306	0.00388	0.01882
1.26575	3.17578E-4	0.00287	0.00364	0.01764
1.26625	2.65692E-4	0.0024	0.00304	0.01476
1.26675	3.20445E-4	0.0029	0.00367	0.0178
1.26725	3.40453E-4	0.00308	0.0039	0.01891
1.26775	3.20079E-4	0.00289	0.00366	0.01778
1.26825	3.46789E-4	0.00314	0.00397	0.01927
1.26874	3.42787E-4	0.0031	0.00392	0.01904
1.26924	3.44054E-4	0.00311	0.00394	0.01911
1.26974	3.68463E-4	0.00333	0.00422	0.02047
1.27025	3.68163E-4	0.00333	0.00421	0.02045
1.27074	3.66429E-4	0.00331	0.00419	0.02036
1.27124	3.48823E-4	0.00315	0.00399	0.01938
1.27174	3.53691E-4	0.0032	0.00405	0.01965
1.27223	3.89371E-4	0.00352	0.00446	0.02163
1.27273	3.80334E-4	0.00344	0.00435	0.02113
1.27323	3.61394E-4	0.00327	0.00414	0.02008
1.27373	3.72398E-4	0.00337	0.00426	0.02069
1.27423	3.6006E-4	0.00326	0.00412	0.02
1.27473	3.56726E-4	0.00323	0.00408	0.01982
1.27522	3.778E-4	0.00342	0.00432	0.02099
1.27573	3.50423E-4	0.00317	0.00401	0.01947
1.27623	3.94906E-4	0.00357	0.00452	0.02194
1.27673	4.38856E-4	0.00397	0.00502	0.02438
1.27723	4.23617E-4	0.00383	0.00485	0.02353
1.27772	4.54629E-4	0.00411	0.0052	0.02526
1.27823	4.4179E-4	0.00399	0.00506	0.02454
1.27874	4.40357E-4	0.00398	0.00504	0.02446
1.27923	4.36022E-4	0.00394	0.00499	0.02422
1.27974	3.99841E-4	0.00362	0.00458	0.02221
1.28023	3.73032E-4	0.00337	0.00427	0.02072
1.28072	3.81401E-4	0.00345	0.00437	0.02119
1.28123	3.64895E-4	0.0033	0.00418	0.02027
1.28172	3.63862E-4	0.00329	0.00417	0.02021
1.28222	3.52491E-4	0.00319	0.00403	0.01958
1.28272	3.48589E-4	0.00315	0.00399	0.01937
1.28321	3.53158E-4	0.00319	0.00404	0.01962
1.28372	3.65162E-4	0.0033	0.00418	0.02029
1.28421	3.70831E-4	0.00335	0.00424	0.0206
1.2847	3.70764E-4	0.00335	0.00424	0.0206
1.2852	3.75699E-4	0.0034	0.0043	0.02087
1.2857	3.94339E-4	0.00357	0.00451	0.02191
1.2862	3.91238E-4	0.00354	0.00448	0.02174
1.2867	3.92539E-4	0.00355	0.00449	0.02181
1.28719	4.02042E-4	0.00364	0.0046	0.02234
1.28769	3.99741E-4	0.00361	0.00458	0.02221
1.28821	4.04443E-4	0.00366	0.00463	0.02247
1.28873	4.02843E-4	0.00364	0.00461	0.02238
1.28924	4.02676E-4	0.00364	0.00461	0.02237
1.28975	4.20849E-4	0.00381	0.00482	0.02338
1.29025	4.09012E-4	0.0037	0.00468	0.02272
1.29074	4.06044E-4	0.00367	0.00465	0.02256
1.29124	4.10679E-4	0.00371	0.0047	0.02282
1.29174	4.30886E-4	0.0039	0.00493	0.02394
1.29224	4.32187E-4	0.00391	0.00495	0.02401
1.29273	4.60797E-4	0.00417	0.00527	0.0256
1.29323	4.73469E-4	0.00428	0.00542	0.0263
1.29373	4.33854E-4	0.00392	0.00497	0.0241
1.29423	4.8654E-4	0.0044	0.00557	0.02703
1.29473	4.26551E-4	0.00386	0.00488	0.0237
1.29523	4.48193E-4	0.00405	0.00513	0.0249
1.29573	4.73702E-4	0.00428	0.00542	0.02632
1.29622	4.61431E-4	0.00417	0.00528	0.02564
1.29672	4.98511E-4	0.00451	0.00571	0.0277
1.29723	4.64766E-4	0.0042	0.00532	0.02582
1.29772	4.61498E-4	0.00417	0.00528	0.02564
1.29822	4.49893E-4	0.00407	0.00515	0.02499
1.29872	4.35655E-4	0.00394	0.00499	0.0242
1.29921	4.38122E-4	0.00396	0.00502	0.02434
1.29971	4.96011E-4	0.00449	0.00568	0.02756
1.30022	5.02613E-4	0.00454	0.00575	0.02792
1.30071	4.82906E-4	0.00437	0.00553	0.02683
1.30121	5.05481E-4	0.00457	0.00579	0.02808
1.30172	4.71368E-4	0.00426	0.0054	0.02619
1.30222	4.9341E-4	0.00446	0.00565	0.02741
1.30272	5.23821E-4	0.00474	0.006	0.0291
1.30321	5.17352E-4	0.00468	0.00592	0.02874
1.30371	5.00479E-4	0.00453	0.00573	0.0278
1.30421	5.23621E-4	0.00473	0.00599	0.02909
1.30471	5.74273E-4	0.00519	0.00657	0.0319
1.30522	5.69538E-4	0.00515	0.00652	0.03164
1.30571	5.77941E-4	0.00523	0.00662	0.03211
1.30621	5.64903E-4	0.00511	0.00647	0.03138
1.30671	5.65636E-4	0.00511	0.00647	0.03142
1.30721	5.92179E-4	0.00535	0.00678	0.0329
1.30771	6.02317E-4	0.00545	0.00689	0.03346
1.3082	6.32928E-4	0.00572	0.00725	0.03516
1.3087	5.98515E-4	0.00541	0.00685	0.03325
1.3092	5.96314E-4	0.00539	0.00683	0.03313
1.3097	5.96715E-4	0.0054	0.00683	0.03315
1.3102	5.97381E-4	0.0054	0.00684	0.03319
1.3107	6.26492E-4	0.00566	0.00717	0.03481
1.3112	6.33095E-4	0.00572	0.00725	0.03517
1.3117	6.1969E-4	0.0056	0.00709	0.03443
1.31219	5.77674E-4	0.00522	0.00661	0.03209
1.31269	5.60001E-4	0.00506	0.00641	0.03111
1.31319	6.05084E-4	0.00547	0.00693	0.03362
1.31369	6.04851E-4	0.00547	0.00692	0.0336
1.31421	5.9358E-4	0.00537	0.00679	0.03298
1.31472	6.02517E-4	0.00545	0.0069	0.03347
1.31523	5.93347E-4	0.00537	0.00679	0.03296
1.31573	5.87344E-4	0.00531	0.00672	0.03263
1.31623	6.02783E-4	0.00545	0.0069	0.03349
1.31672	5.87478E-4	0.00531	0.00672	0.03264
1.31722	5.55666E-4	0.00502	0.00636	0.03087
1.31773	5.99215E-4	0.00542	0.00686	0.03329
1.31822	5.72339E-4	0.00518	0.00655	0.0318
1.31873	5.99582E-4	0.00542	0.00686	0.03331
1.31922	6.01316E-4	0.00544	0.00688	0.03341
1.31972	6.23624E-4	0.00564	0.00714	0.03465
1.32022	6.52835E-4	0.0059	0.00747	0.03627
1.32071	6.09086E-4	0.00551	0.00697	0.03384
1.32121	6.16188E-4	0.00557	0.00705	0.03423
1.32171	6.20156E-4	0.00561	0.0071	0.03445
1.3222	6.25458E-4	0.00566	0.00716	0.03475
1.3227	6.33862E-4	0.00573	0.00726	0.03521
1.3232	6.41298E-4	0.0058	0.00734	0.03563
1.3237	6.16855E-4	0.00558	0.00706	0.03427
1.3242	6.16789E-4	0.00558	0.00706	0.03427
1.3247	6.15221E-4	0.00556	0.00704	0.03418
1.3252	6.41898E-4	0.0058	0.00735	0.03566
1.32569	6.42832E-4	0.00581	0.00736	0.03571
1.32619	6.43599E-4	0.00582	0.00737	0.03576
1.32669	6.39964E-4	0.00579	0.00733	0.03555
1.3272	6.01416E-4	0.00544	0.00688	0.03341
1.32771	6.75777E-4	0.00611	0.00774	0.03754
1.32821	7.00153E-4	0.00633	0.00801	0.0389
1.3287	6.91783E-4	0.00626	0.00792	0.03843
1.32921	6.97352E-4	0.00631	0.00798	0.03874
1.3297	6.60271E-4	0.00597	0.00756	0.03668
1.33021	6.55603E-4	0.00593	0.0075	0.03642
1.3307	6.36129E-4	0.00575	0.00728	0.03534
1.33121	6.5637E-4	0.00594	0.00751	0.03646
1.33171	6.65173E-4	0.00601	0.00761	0.03695
1.3322	6.24825E-4	0.00565	0.00715	0.03471
1.3327	6.44432E-4	0.00583	0.00738	0.0358
1.3332	6.45866E-4	0.00584	0.00739	0.03588
1.33369	6.57971E-4	0.00595	0.00753	0.03655
1.3342	6.61538E-4	0.00598	0.00757	0.03675
1.3347	6.68741E-4	0.00605	0.00765	0.03715
1.33519	6.50168E-4	0.00588	0.00744	0.03612
1.3357	6.43699E-4	0.00582	0.00737	0.03576
1.33619	6.32728E-4	0.00572	0.00724	0.03515
1.33669	6.34862E-4	0.00574	0.00727	0.03527
1.33719	6.63006E-4	0.006	0.00759	0.03683
1.3377	6.78812E-4	0.00614	0.00777	0.03771
1.33819	6.34829E-4	0.00574	0.00727	0.03527
1.33869	6.58637E-4	0.00596	0.00754	0.03659
1.33918	6.72409E-4	0.00608	0.0077	0.03736
1.3397	6.58404E-4	0.00595	0.00754	0.03658
1.34021	6.51902E-4	0.00589	0.00746	0.03622
1.34073	6.50401E-4	0.00588	0.00745	0.03613
1.34123	6.49801E-4	0.00588	0.00744	0.0361
1.34173	6.36396E-4	0.00575	0.00728	0.03536
1.34222	6.3773E-4	0.00577	0.0073	0.03543
1.34272	6.61572E-4	0.00598	0.00757	0.03675
1.34323	6.6504E-4	0.00601	0.00761	0.03695
1.34372	6.42665E-4	0.00581	0.00736	0.0357
1.34422	6.58037E-4	0.00595	0.00753	0.03656
1.34472	6.62806E-4	0.00599	0.00759	0.03682
1.34521	6.45333E-4	0.00584	0.00739	0.03585
1.34571	6.58637E-4	0.00596	0.00754	0.03659
1.34621	6.3893E-4	0.00578	0.00731	0.0355
1.34671	6.69575E-4	0.00605	0.00766	0.0372
1.34721	6.80245E-4	0.00615	0.00779	0.03779
1.34771	6.70775E-4	0.00607	0.00768	0.03727
1.34821	6.79712E-4	0.00615	0.00778	0.03776
1.3487	6.86348E-4	0.00621	0.00786	0.03813
1.3492	7.02187E-4	0.00635	0.00804	0.03901
1.3497	6.80912E-4	0.00616	0.00779	0.03783
1.3502	6.92917E-4	0.00627	0.00793	0.0385
1.3507	6.97619E-4	0.00631	0.00799	0.03876
1.35119	7.66944E-4	0.00694	0.00878	0.04261
1.35169	7.47504E-4	0.00676	0.00856	0.04153
1.35219	6.92116E-4	0.00626	0.00792	0.03845
1.3527	7.20761E-4	0.00652	0.00825	0.04004
1.35322	6.99353E-4	0.00632	0.00801	0.03885
1.35371	7.375E-4	0.00667	0.00844	0.04097
1.35421	7.64177E-4	0.00691	0.00875	0.04245
1.35471	7.60309E-4	0.00688	0.0087	0.04224
1.3552	7.49238E-4	0.00677	0.00858	0.04162
1.35571	7.52606E-4	0.00681	0.00861	0.04181
1.35621	7.53606E-4	0.00681	0.00863	0.04187
1.3567	7.57507E-4	0.00685	0.00867	0.04208
1.35721	7.1866E-4	0.0065	0.00823	0.03993
1.35771	7.06689E-4	0.00639	0.00809	0.03926
1.35821	6.89382E-4	0.00623	0.00789	0.0383
1.35871	6.57337E-4	0.00594	0.00752	0.03652
1.3592	6.35829E-4	0.00575	0.00728	0.03532
1.3597	6.68408E-4	0.00604	0.00765	0.03713
1.36019	6.97785E-4	0.00631	0.00799	0.03877
1.36069	7.03721E-4	0.00636	0.00806	0.0391
1.36119	7.04788E-4	0.00637	0.00807	0.03915
1.36169	7.18093E-4	0.00649	0.00822	0.03989
1.36219	7.10757E-4	0.00643	0.00814	0.03949
1.36268	7.20827E-4	0.00652	0.00825	0.04005
1.36318	7.38234E-4	0.00668	0.00845	0.04101
1.36368	6.9315E-4	0.00627	0.00793	0.03851
1.36418	7.35366E-4	0.00665	0.00842	0.04085
1.36468	7.08156E-4	0.0064	0.00811	0.03934
1.36518	7.26329E-4	0.00657	0.00831	0.04035
1.36568	7.21227E-4	0.00652	0.00826	0.04007
1.36619	7.61576E-4	0.00689	0.00872	0.04231
1.36669	7.7378E-4	0.007	0.00886	0.04299
1.36719	7.69979E-4	0.00696	0.00881	0.04278
1.36769	7.29197E-4	0.00659	0.00835	0.04051
1.36819	7.80683E-4	0.00706	0.00894	0.04337
1.36868	7.28297E-4	0.00659	0.00834	0.04046
1.36918	7.49238E-4	0.00677	0.00858	0.04162
1.36968	7.82117E-4	0.00707	0.00895	0.04345
1.37018	7.4707E-4	0.00676	0.00855	0.0415
1.37067	7.40534E-4	0.0067	0.00848	0.04114
1.37117	7.42535E-4	0.00671	0.0085	0.04125
1.37167	7.81983E-4	0.00707	0.00895	0.04344
1.37217	7.77348E-4	0.00703	0.0089	0.04319
1.37267	7.79082E-4	0.00704	0.00892	0.04328
1.37317	8.02257E-4	0.00725	0.00918	0.04457
1.37366	7.75414E-4	0.00701	0.00888	0.04308
1.37416	7.54306E-4	0.00682	0.00863	0.04191
1.37466	7.54373E-4	0.00682	0.00864	0.04191
1.37516	7.69045E-4	0.00695	0.0088	0.04272
1.37566	8.12261E-4	0.00734	0.0093	0.04513
1.37616	8.04758E-4	0.00728	0.00921	0.04471
1.37666	7.61609E-4	0.00689	0.00872	0.04231
1.37715	7.90153E-4	0.00714	0.00904	0.0439
1.37766	7.97822E-4	0.00721	0.00913	0.04432
1.37816	7.75848E-4	0.00702	0.00888	0.0431
1.37866	7.68178E-4	0.00695	0.00879	0.04268
1.37916	7.9092E-4	0.00715	0.00905	0.04394
1.37966	8.61346E-4	0.00779	0.00986	0.04785
1.38016	8.78819E-4	0.00795	0.01006	0.04882
1.38066	8.61613E-4	0.00779	0.00986	0.04787
1.38116	8.1733E-4	0.00739	0.00936	0.04541
1.38167	8.22398E-4	0.00744	0.00941	0.04569
1.38216	8.16363E-4	0.00738	0.00934	0.04535
1.38266	8.43673E-4	0.00763	0.00966	0.04687
1.38316	8.31468E-4	0.00752	0.00952	0.04619
1.38366	8.09593E-4	0.00732	0.00927	0.04498
1.38416	8.21331E-4	0.00743	0.0094	0.04563
1.38465	8.33069E-4	0.00753	0.00954	0.04628
1.38515	8.16429E-4	0.00738	0.00935	0.04536
1.38565	8.30668E-4	0.00751	0.00951	0.04615
1.38615	7.93687E-4	0.00718	0.00909	0.04409
1.38665	7.98256E-4	0.00722	0.00914	0.04435
1.38714	7.9102E-4	0.00715	0.00905	0.04395
1.38765	8.02924E-4	0.00726	0.00919	0.04461
1.38815	8.05292E-4	0.00728	0.00922	0.04474
1.38865	8.04191E-4	0.00727	0.00921	0.04468
1.38914	7.9112E-4	0.00715	0.00906	0.04395
1.38964	8.03324E-4	0.00726	0.0092	0.04463
1.39014	8.11361E-4	0.00734	0.00929	0.04508
1.39065	8.14595E-4	0.00737	0.00932	0.04526
1.39116	8.30368E-4	0.00751	0.00951	0.04613
1.39168	8.26533E-4	0.00747	0.00946	0.04592
1.39218	8.51342E-4	0.0077	0.00975	0.0473
1.39269	8.27667E-4	0.00748	0.00947	0.04598
1.39318	8.15329E-4	0.00737	0.00933	0.0453
1.39368	8.44673E-4	0.00764	0.00967	0.04693
1.39418	8.48474E-4	0.00767	0.00971	0.04714
1.39468	8.51909E-4	0.0077	0.00975	0.04733
1.39518	8.23732E-4	0.00745	0.00943	0.04576
1.39568	8.267E-4	0.00748	0.00946	0.04593
1.39617	8.36137E-4	0.00756	0.00957	0.04645
1.39667	8.3637E-4	0.00756	0.00957	0.04647
1.39717	8.4504E-4	0.00764	0.00967	0.04695
1.39767	8.73617E-4	0.0079	0.01	0.04853
1.39817	8.57211E-4	0.00775	0.00981	0.04762
1.39867	8.63947E-4	0.00781	0.00989	0.048
1.39916	8.66281E-4	0.00783	0.00992	0.04813
1.39966	8.46674E-4	0.00766	0.00969	0.04704
1.40017	8.73284E-4	0.0079	0.01	0.04852
1.40066	8.84721E-4	0.008	0.01013	0.04915
1.40115	8.96259E-4	0.0081	0.01026	0.04979
1.40166	8.88122E-4	0.00803	0.01017	0.04934
1.40215	9.10864E-4	0.00824	0.01043	0.0506
1.40265	9.14899E-4	0.00827	0.01047	0.05083
1.40316	9.24669E-4	0.00836	0.01058	0.05137
1.40366	9.06429E-4	0.0082	0.01038	0.05036
1.40416	9.64551E-4	0.00872	0.01104	0.05359
1.40467	9.75888E-4	0.00882	0.01117	0.05422
1.40516	9.9006E-4	0.00895	0.01133	0.055
1.40566	0.00101	0.00913	0.01156	0.0561
1.40616	0.00102	0.00918	0.01162	0.05641
1.40666	0.001	0.00906	0.01147	0.05569
1.40716	9.92795E-4	0.00898	0.01136	0.05516
1.40766	9.85625E-4	0.00891	0.01128	0.05476
1.40816	9.67085E-4	0.00874	0.01107	0.05373
1.40866	9.41409E-4	0.00851	0.01078	0.0523
1.40915	9.60816E-4	0.00869	0.011	0.05338
1.40966	9.55481E-4	0.00864	0.01094	0.05308
1.41015	9.58715E-4	0.00867	0.01097	0.05326
1.41065	9.62917E-4	0.00871	0.01102	0.0535
1.41115	9.32239E-4	0.00843	0.01067	0.05179
1.41165	9.38908E-4	0.00849	0.01075	0.05216
1.41214	9.16533E-4	0.00829	0.01049	0.05092
1.41264	9.47378E-4	0.00857	0.01084	0.05263
1.41314	9.00727E-4	0.00814	0.01031	0.05004
1.41364	9.29304E-4	0.0084	0.01064	0.05163
1.41414	9.20034E-4	0.00832	0.01053	0.05111
1.41464	9.33973E-4	0.00845	0.01069	0.05189
1.41513	9.57215E-4	0.00866	0.01096	0.05318
1.41563	9.38208E-4	0.00848	0.01074	0.05212
1.41615	9.42243E-4	0.00852	0.01079	0.05235
1.41666	9.4551E-4	0.00855	0.01082	0.05253
1.41716	9.85192E-4	0.00891	0.01128	0.05473
1.41768	0.00101	0.0091	0.01152	0.05593
1.41818	0.001	0.00906	0.01146	0.05564
1.41868	9.99764E-4	0.00904	0.01144	0.05554
1.41918	9.66051E-4	0.00874	0.01106	0.05367
1.41968	9.8926E-4	0.00895	0.01132	0.05496
1.42018	9.87593E-4	0.00893	0.0113	0.05487
1.42068	9.83491E-4	0.00889	0.01126	0.05464
1.42117	9.74388E-4	0.00881	0.01115	0.05413
1.42167	9.55114E-4	0.00864	0.01093	0.05306
1.42217	9.33673E-4	0.00844	0.01069	0.05187
1.42267	9.68452E-4	0.00876	0.01109	0.0538
1.42317	9.52513E-4	0.00861	0.0109	0.05292
1.42367	9.67385E-4	0.00875	0.01107	0.05374
1.42417	9.81957E-4	0.00888	0.01124	0.05455
1.42466	0.00102	0.00924	0.0117	0.05677
1.42516	0.00103	0.00934	0.01182	0.05736
1.42566	0.00102	0.00919	0.01163	0.05646
1.42616	0.00102	0.0092	0.01165	0.05655
1.42666	0.001	0.00909	0.0115	0.05582
1.42716	0.00103	0.00934	0.01182	0.05739
1.42766	0.00104	0.00939	0.01189	0.05771
1.42815	0.00104	0.00943	0.01194	0.05796
1.42865	0.00101	0.00914	0.01157	0.05614
1.42916	0.00104	0.00943	0.01193	0.05791
1.42966	0.00107	0.00965	0.01221	0.05928
1.43016	0.0011	0.00994	0.01258	0.06106
1.43066	0.00112	0.01014	0.01284	0.0623
1.43116	0.00111	0.01003	0.0127	0.06163
1.43165	0.0011	0.00991	0.01255	0.06089
1.43217	0.0011	0.00997	0.01262	0.06124
1.43267	0.00109	0.00989	0.01252	0.06076
1.43317	0.00109	0.00987	0.0125	0.06065
1.43367	0.00108	0.00979	0.01239	0.06013
1.43416	0.00108	0.00981	0.01242	0.06026
1.43466	0.00107	0.00972	0.0123	0.05971
1.43516	0.00107	0.00972	0.0123	0.0597
1.43566	0.00107	0.00965	0.01222	0.05932
1.43615	0.00109	0.00981	0.01242	0.06028
1.43665	0.0011	0.00992	0.01256	0.06095
1.43715	0.00109	0.00983	0.01244	0.06037
1.43765	0.00108	0.00975	0.01234	0.0599
1.43814	0.00109	0.00983	0.01244	0.06039
1.43865	0.00113	0.01019	0.0129	0.06259
1.43915	0.00113	0.01022	0.01294	0.06279
1.43964	0.00112	0.01012	0.01282	0.0622
1.44014	0.00114	0.01032	0.01307	0.06341
1.44064	0.00114	0.01032	0.01307	0.06342
1.44114	0.00111	0.01008	0.01276	0.06192
1.44165	0.00114	0.01027	0.013	0.06307
1.44216	0.00115	0.01043	0.0132	0.06406
1.44267	0.00116	0.01049	0.01329	0.06448
1.44318	0.0012	0.01082	0.01369	0.06646
1.44369	0.0012	0.01089	0.01379	0.06693
1.44419	0.00121	0.01091	0.01381	0.06703
1.44469	0.00122	0.01102	0.01395	0.0677
1.44519	0.00125	0.01129	0.01429	0.06936
1.44568	0.00126	0.01136	0.01438	0.06978
1.44618	0.00125	0.01129	0.01429	0.06935
1.44668	0.00128	0.01154	0.0146	0.07088
1.44718	0.00126	0.01143	0.01447	0.07024
1.44768	0.00125	0.0113	0.01431	0.06944
1.44817	0.00127	0.01147	0.01452	0.07049
1.44867	0.00128	0.0116	0.01468	0.07126
1.44917	0.0013	0.01174	0.01486	0.0721
1.44967	0.00132	0.01192	0.01509	0.07325
1.45016	0.00134	0.0121	0.01532	0.07435
