E	j	j C	j C	j  Ageo
V RHE	mA cm-2	mA mF-1	mA mF-1	mA cm-2
ML_074		I norm by capacitance @ 1.2 VRHE	I norm by capacitance @ 0.5 VRHE	I norm by Ageo
1.69079	0.1543	13.85094	22.35424	7.34759
1.69128	0.15534	13.94456	22.50534	7.39726
1.69178	0.15627	14.02763	22.63941	7.44133
1.69229	0.15727	14.11733	22.78417	7.48891
1.69278	0.15829	14.2089	22.93196	7.53748
1.69328	0.15929	14.29856	23.07666	7.58505
1.69378	0.16022	14.3825	23.21214	7.62958
1.69428	0.16113	14.46389	23.34349	7.67275
1.69478	0.1621	14.55124	23.48446	7.71909
1.69528	0.16308	14.63928	23.62656	7.76579
1.69579	0.16392	14.71444	23.74785	7.80566
1.69628	0.16496	14.80784	23.89859	7.8552
1.69677	0.1659	14.89239	24.03506	7.90006
1.69728	0.16686	14.97879	24.17449	7.94589
1.69777	0.16785	15.06737	24.31746	7.99288
1.69827	0.16873	15.14663	24.44537	8.03493
1.69878	0.16971	15.23389	24.5862	8.08122
1.69928	0.1706	15.31391	24.71535	8.12366
1.69978	0.17149	15.39452	24.84544	8.16643
1.70027	0.17257	15.49107	25.00128	8.21765
1.70077	0.1734	15.56539	25.12121	8.25707
1.70127	0.1744	15.65497	25.26578	8.30459
1.70176	0.17537	15.74249	25.40704	8.35102
1.70231	0.17625	15.82095	25.53366	8.39264
1.70281	0.17725	15.91126	25.67942	8.44054
1.7033	0.17821	15.99762	25.81881	8.48636
1.70381	0.17908	16.07528	25.94414	8.52755
1.70431	0.17996	16.15438	26.07179	8.56951
1.70481	0.1809	16.2389	26.2082	8.61435
1.70531	0.18193	16.33102	26.35687	8.66322
1.7058	0.18281	16.41017	26.48462	8.7052
1.70631	0.18374	16.49351	26.61912	8.74941
1.7068	0.1847	16.5799	26.75855	8.79524
1.7073	0.18561	16.66186	26.89082	8.83872
1.7078	0.18656	16.74648	27.02739	8.88361
1.70829	0.18749	16.83042	27.16287	8.92814
1.7088	0.18842	16.91423	27.29813	8.9726
1.70929	0.1893	16.993	27.42525	9.01438
1.70979	0.19028	17.08067	27.56676	9.06089
1.71029	0.19122	17.16473	27.70241	9.10548
1.71078	0.19215	17.24868	27.83791	9.15001
1.71129	0.19306	17.33066	27.97022	9.19351
1.71178	0.19404	17.41837	28.11177	9.24003
1.71227	0.19495	17.4997	28.24303	9.28318
1.71279	0.19586	17.58125	28.37465	9.32644
1.71328	0.19686	17.67111	28.51966	9.3741
1.71377	0.19779	17.75503	28.6551	9.41862
1.71427	0.19876	17.84198	28.79543	9.46474
1.71478	0.19962	17.91924	28.92014	9.50573
1.71529	0.20054	18.00219	29.054	9.54973
1.71579	0.20148	18.08575	29.18887	9.59406
1.71628	0.2024	18.16907	29.32334	9.63826
1.71678	0.20336	18.25467	29.46149	9.68367
1.71727	0.20433	18.34204	29.60249	9.73001
1.71775	0.20524	18.4237	29.73429	9.77334
1.71826	0.20622	18.51167	29.87626	9.82
1.71875	0.20721	18.6002	30.01915	9.86696
1.71925	0.20813	18.68301	30.15278	9.91089
1.71975	0.20912	18.77237	30.29701	9.9583
1.72024	0.21004	18.85473	30.42993	10.00198
1.72075	0.21105	18.94486	30.57539	10.0498
1.72125	0.21194	19.02481	30.70443	10.09221
1.72175	0.2128	19.10258	30.82994	10.13346
1.72224	0.21392	19.20318	30.9923	10.18683
1.72274	0.21479	19.28109	31.11804	10.22816
1.72329	0.21575	19.36717	31.25696	10.27382
1.72379	0.21685	19.46575	31.41606	10.32612
1.7243	0.21782	19.55336	31.55747	10.37259
1.7248	0.21878	19.63943	31.69637	10.41825
1.72529	0.21978	19.72919	31.84123	10.46586
1.72579	0.22077	19.81754	31.98383	10.51273
1.72629	0.22177	19.9077	32.12933	10.56056
1.72679	0.22271	19.99185	32.26515	10.6052
1.72728	0.22376	20.08636	32.41768	10.65534
1.72778	0.22468	20.16854	32.55032	10.69893
1.72829	0.22568	20.25826	32.69512	10.74653
1.72877	0.22683	20.36216	32.86279	10.80164
1.72928	0.22772	20.44201	32.99167	10.844
1.72977	0.22877	20.53631	33.14385	10.89402
1.73027	0.22986	20.63392	33.30139	10.9458
1.73077	0.23092	20.72924	33.45523	10.99637
1.73126	0.23202	20.82751	33.61384	11.0485
1.73175	0.23306	20.92075	33.76431	11.09796
1.73226	0.23419	21.02266	33.92879	11.15202
1.73275	0.2353	21.1224	34.08976	11.20493
1.73326	0.23644	21.2246	34.2547	11.25914
1.73376	0.23751	21.32033	34.40921	11.30993
1.73425	0.23861	21.41914	34.56867	11.36234
1.73474	0.2397	21.51696	34.72654	11.41423
1.73525	0.24088	21.62283	34.89742	11.4704
1.73576	0.24191	21.71576	35.04739	11.51969
1.73626	0.24305	21.81766	35.21185	11.57375
1.73676	0.24416	21.91724	35.37256	11.62657
1.73726	0.24535	22.02422	35.54522	11.68333
1.73776	0.24644	22.12213	35.70323	11.73526
1.73826	0.24758	22.22462	35.86865	11.78963
1.73876	0.24881	22.33509	36.04694	11.84823
1.73925	0.24993	22.43552	36.20903	11.90151
1.73975	0.25108	22.53845	36.37514	11.95611
1.74025	0.25232	22.65029	36.55564	12.01544
1.74076	0.25347	22.75332	36.72193	12.0701
1.74124	0.25475	22.86793	36.9069	12.13089
1.74173	0.25591	22.97238	37.07547	12.1863
1.74224	0.25708	23.07741	37.24498	12.24202
1.74273	0.25831	23.18719	37.42216	12.30025
1.74324	0.25951	23.29556	37.59705	12.35774
1.74374	0.2608	23.41095	37.78329	12.41895
1.74424	0.26203	23.52177	37.96213	12.47774
1.74475	0.26329	23.63448	38.14404	12.53753
1.74524	0.26455	23.74746	38.32638	12.59746
1.74575	0.26575	23.85565	38.50099	12.65485
1.74624	0.2671	23.97646	38.69597	12.71894
1.74674	0.26831	24.08543	38.87184	12.77675
1.74724	0.26957	24.19866	39.05458	12.83681
1.74774	0.27085	24.31309	39.23926	12.89752
1.74824	0.27213	24.42829	39.42519	12.95863
1.74874	0.27346	24.54748	39.61754	13.02185
1.74923	0.27476	24.66412	39.8058	13.08373
1.74973	0.276	24.7756	39.98571	13.14286
1.75023	0.27733	24.89499	40.1784	13.2062
1.75073	0.27859	25.00766	40.36024	13.26597
1.75121	0.28006	25.14022	40.57417	13.33629
1.75172	0.28129	25.25028	40.75181	13.39467
1.75222	0.2826	25.36767	40.94127	13.45695
1.75272	0.28392	25.48643	41.13293	13.51994
1.75323	0.28527	25.60758	41.32846	13.58421
1.75371	0.28667	25.73326	41.53129	13.65088
1.75421	0.288	25.85263	41.72394	13.7142
1.75471	0.28931	25.97012	41.91357	13.77653
1.75521	0.29062	26.08766	42.10327	13.83888
1.75571	0.29195	26.20752	42.2967	13.90246
1.75621	0.29332	26.33071	42.49553	13.96782
1.75671	0.29467	26.45117	42.68994	14.03171
1.75721	0.29602	26.57264	42.88598	14.09615
1.75771	0.29739	26.69555	43.08435	14.16135
1.75821	0.29881	26.82281	43.28974	14.22886
1.7587	0.30039	26.9647	43.51874	14.30413
1.75921	0.30174	27.08619	43.71481	14.36858
1.75971	0.30314	27.21227	43.91829	14.43546
1.76021	0.30454	27.33756	44.1205	14.50192
1.76071	0.30612	27.47899	44.34875	14.57695
1.76119	0.30754	27.60648	44.55451	14.64458
1.76169	0.30909	27.74581	44.77938	14.71849
1.7622	0.3105	27.87271	44.98418	14.78581
1.76274	0.31193	28.00091	45.19109	14.85382
1.76325	0.31337	28.1298	45.3991	14.92219
1.76375	0.31475	28.25361	45.59892	14.98787
1.76424	0.31634	28.3966	45.8297	15.06372
1.76475	0.31768	28.51742	46.0247	15.12781
1.76525	0.31933	28.66519	46.26319	15.2062
1.76575	0.32072	28.79026	46.46503	15.27255
1.76625	0.32213	28.91665	46.66901	15.33959
1.76674	0.32354	29.04266	46.87239	15.40644
1.76724	0.32506	29.17963	47.09345	15.4791
1.76774	0.32685	29.34004	47.35233	15.56419
1.76824	0.32839	29.47849	47.57578	15.63764
1.76874	0.32997	29.62035	47.80473	15.71289
1.76923	0.33151	29.75819	48.0272	15.78601
1.76973	0.33283	29.8769	48.21877	15.84898
1.77022	0.33437	30.01499	48.44165	15.92224
1.77072	0.33587	30.14961	48.65891	15.99365
1.77122	0.33745	30.2913	48.88759	16.06881
1.77172	0.33885	30.41712	49.09064	16.13556
1.77223	0.34033	30.55042	49.30579	16.20627
1.77272	0.34188	30.68949	49.53023	16.28005
1.77322	0.3434	30.82543	49.74963	16.35216
1.77371	0.34489	30.95966	49.96626	16.42336
1.77422	0.34635	31.09096	50.17816	16.49301
1.7747	0.34813	31.25088	50.43626	16.57785
1.77521	0.35004	31.42204	50.71251	16.66865
1.77572	0.35168	31.56928	50.95014	16.74675
1.77621	0.353	31.68799	51.14173	16.80973
1.77671	0.35453	31.82482	51.36255	16.88231
1.77722	0.3559	31.94825	51.56176	16.94779
1.77771	0.35731	32.07477	51.76595	17.0149
1.7782	0.35892	32.21889	51.99854	17.09135
1.77869	0.36058	32.36792	52.23908	17.17041
1.77919	0.36218	32.51193	52.47149	17.2468
1.77968	0.36378	32.6554	52.70304	17.32291
1.78019	0.36546	32.80624	52.94648	17.40293
1.78069	0.36714	32.95676	53.18941	17.48278
1.78124	0.36876	33.10252	53.42465	17.5601
1.78174	0.37053	33.26141	53.68108	17.64438
1.78225	0.37231	33.42067	53.93813	17.72887
1.78274	0.37423	33.59303	54.21629	17.8203
1.78325	0.37586	33.73937	54.45247	17.89793
1.78374	0.37757	33.89322	54.70077	17.97954
1.78424	0.37926	34.04488	54.94554	18.06
1.78474	0.38096	34.1973	55.19154	18.14086
1.78523	0.38269	34.35312	55.44302	18.22351
1.78572	0.38435	34.50164	55.68271	18.3023
1.78622	0.38667	34.71002	56.01903	18.41284
1.78673	0.38858	34.88107	56.29508	18.50358
1.78723	0.39023	35.02958	56.53476	18.58236
1.78773	0.39185	35.17464	56.76888	18.65931
1.78823	0.3937	35.34108	57.03751	18.7476
1.78872	0.39562	35.51381	57.31627	18.83923
1.78922	0.39729	35.66378	57.55831	18.91879
1.78972	0.39891	35.80863	57.79208	18.99563
