Co%,Ir%,Ti%,Overpotential,Dissolution_Ir193 (S001),Dissolution_Co59 (S001),Dissolution_Ti47 (S001),Overpotential_std,Dissolution_Ir193 (S001)_std,Dissolution_Co59 (S001)_std,Dissolution_Ti47 (S001)_std
23.5,44.24,32.26,347.46899402757947,4.456314640041092,89.44383211673906,22.8814548504158,5.302469587680848,0.39843708246843423,24.377880533121157,1.9152026915247449
22.9,42.06,35.05,363.65994504081874,3.2962377355259287,58.165948627358205,19.00888572646353,9.603401208039774,0.7184645227541752,43.900131542944116,3.3349750806758065
22.01,40.67,37.32,370.92590947568783,2.5735214319318636,46.82884764597536,16.659270589816018,8.272242353208743,0.618808341732453,37.86234021822808,2.8781385392680066
21.13,39.18,39.69,370.74200132325836,2.2998456362896893,41.50805620977175,16.86971058791057,1.0467750100301367,0.09108227372051302,5.28928486893512,0.6914188397240201
21.58,36.84,41.58,376.0150907653146,2.048507188046278,20.04428364598742,16.00866640492412,8.74569989055472,0.6542931763249498,40.01253086880565,3.0412517748136203
20.32,36.9,42.78,378.7186774597002,1.6300710770595015,13.440547389408948,15.778934192201078,8.199842357330425,0.6136470842570539,37.55101300304618,2.8645821542895313
19.89,34.95,45.16,381.4720330820046,1.3747167338971624,2.2794606027821374,15.46661834228211,7.08999198365519,0.5317828993618894,32.45958173752762,2.5067049781803283
18.54,71.46,10.0,364.47381151722806,1.5662106753637577,6.643919693026277,9.568037496967522,11.37574083034485,0.8589313934820886,51.09332185177573,3.9299550452344767
18.91,69.98,11.11,362.8452480230293,1.6913100818337385,3.5112282109332114,10.576096227055809,9.509693663985269,0.7141018718999536,43.19633758407449,3.3046970920994343
20.77,65.57,13.66,352.13051456662913,2.686940413492374,28.8116258982096,14.261116061426243,9.522022838583805,0.7130266889914504,43.48214608455488,3.3169885085320456
23.15,61.41,15.43,336.3946840655201,4.272130243245386,93.60114860546824,17.22382930114184,11.18904862037588,0.8380005445257529,50.9396876316749,3.872433089758103
