Time	E	j
s	V RHE	mA cm-2
80.10016	0.9332	2.02935E-6
80.20016	0.93325	-1.36761E-6
80.30015	0.93324	-1.23206E-6
80.40016	0.93326	4.52174E-8
80.50016	0.93328	6.24262E-7
80.60016	0.93331	-4.96178E-8
80.70016	0.93332	2.1947E-6
80.80015	0.93337	-2.4397E-6
80.90016	0.93336	9.43766E-8
81.00016	0.93338	-5.94082E-8
81.10016	0.93345	-2.39142E-6
81.20016	0.93342	1.04063E-6
81.30016	0.93346	3.45675E-6
81.40016	0.93352	2.00567E-6
81.50016	0.93354	-2.06529E-6
81.60016	0.93355	6.95106E-7
81.70016	0.93356	-3.12787E-6
81.80016	0.93356	4.73579E-7
81.90016	0.9336	-6.85294E-7
82.00016	0.93362	2.50695E-6
82.10016	0.93372	3.45675E-6
82.20016	0.93373	-1.74994E-6
82.30016	0.9337	-2.82551E-6
82.40016	0.93371	-2.48246E-6
82.50016	0.93375	-1.67106E-8
82.60016	0.93377	4.4345E-7
82.70016	0.93377	5.44094E-7
82.80016	0.93381	3.25884E-6
82.90016	0.93383	2.86497E-6
83.00016	0.93388	3.14359E-6
83.10016	0.93393	-5.86124E-7
83.20016	0.93395	-2.06577E-6
83.30016	0.93394	2.0138E-7
83.40016	0.93397	1.27309E-7
83.50017	0.93399	7.83107E-7
83.60016	0.93401	5.59425E-7
83.70016	0.93401	3.35542E-6
83.80016	0.93407	2.84382E-6
83.90016	0.93411	7.70191E-7
84.00017	0.93413	-2.39389E-6
84.10016	0.93411	-3.91475E-7
84.20016	0.93409	-1.78287E-6
84.30016	0.9341	1.78458E-7
84.40017	0.9341	3.13195E-6
84.50017	0.93416	2.88751E-6
84.60016	0.93422	2.85057E-6
84.70016	0.93427	-2.35744E-8
84.80017	0.93429	-2.11163E-6
84.90017	0.93428	-1.37506E-6
85.00017	0.93428	9.73696E-7
85.10016	0.93436	2.23666E-6
85.20016	0.93437	-2.87806E-6
85.30017	0.93437	7.53765E-7
85.40017	0.93439	2.08479E-7
